kitsu_id,slug,title_canonical,title_en,title_ja,synopsis_clean,doc_text,tags_all_json
38482,kimi-no-na-wa-manga,Kimi no Na wa.,Your name.,君の名は。,"Based on the hit animated film! Mitsuha, a high school girl from a town deep in the mountains, dreams of an unfamiliar life in Tokyo. Taki, a high school boy from Tokyo, dreams that he is a girl living in the mountains. As the two change places in their dreams, their encounter sets a miraculous story into motion.","Titres: Kimi no Na wa. | Your name. | 君の名は。
Synopsis: Based on the hit animated film! Mitsuha, a high school girl from a town deep in the mountains, dreams of an unfamiliar life in Tokyo. Taki, a high school boy from Tokyo, dreams that he is a girl living in the mountains. As the two change places in their dreams, their encounter sets a miraculous story into motion.
Tags: Drama, Fantasy, Romance, School, School Life, Supernatural
Auteurs: Makoto Shinkai (Scénario); Ranmaru Kotone (Dessin)","[""Drama"", ""Fantasy"", ""Romance"", ""School"", ""School Life"", ""Supernatural""]"
38860,dr-stone,Dr. Stone,Dr. Stone,ドクターストーン,"One fateful day, all of humanity was petrified by a blinding flash of light. After several millennia, high schooler Taiju awakens and finds himself lost in a world of statues. However, he’s not alone! His science-loving friend Senku’s been up and running for a few months and he's got a grand plan in mind—to kickstart civilization with the power of science!","Titres: Dr. Stone | ドクターストーン
Synopsis: One fateful day, all of humanity was petrified by a blinding flash of light. After several millennia, high schooler Taiju awakens and finds himself lost in a world of statues. However, he’s not alone! His science-loving friend Senku’s been up and running for a few months and he's got a grand plan in mind—to kickstart civilization with the power of science!
Tags: Action, Adventure, Comedy, Disaster, Future, Plot Continuity, Post Apocalypse, Science Fiction, Shounen
Auteurs: Riichiro Inagaki (Scénario); Boichi (Dessin)","[""Action"", ""Adventure"", ""Comedy"", ""Disaster"", ""Future"", ""Plot Continuity"", ""Post Apocalypse"", ""Science Fiction"", ""Shounen""]"
38865,tongari-boushi-no-atelier,Tongari Boushi no Atelier,Witch Hat Atelier,とんがり帽子のアトリエ,"In a world where everyone takes wonders like magic spells and dragons for granted, Coco is a girl with a simple dream: she wants to be a witch. But everybody knows magicians are born, not made, and Coco was not born with a gift for magic. Resigned to her un-magical life, Coco is about to give up on her dream to become a witch … until the day she meets Qifrey, a mysterious, traveling magician. After secretly seeing Qifrey perform magic in a way she’s never seen before, Coco soon learns what everybody “knows” might not be the truth, and discovers that her magical dream may not be as far away as it may seem …","Titres: Tongari Boushi no Atelier | Witch Hat Atelier | とんがり帽子のアトリエ
Synopsis: In a world where everyone takes wonders like magic spells and dragons for granted, Coco is a girl with a simple dream: she wants to be a witch. But everybody knows magicians are born, not made, and Coco was not born with a gift for magic. Resigned to her un-magical life, Coco is about to give up on her dream to become a witch … until the day she meets Qifrey, a mysterious, traveling magician. After secretly seeing Qifrey perform magic in a way she’s never seen before, Coco soon learns what everybody “knows” might not be the truth, and discovers that her magical dream may not be as far away as it may seem …
Tags: Adventure, Comedy, Drama, Fantasy, Magic, Seinen
Auteurs: Kamome Shirahama (Scénario & Dessin)","[""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Magic"", ""Seinen""]"
39293,lookism,Oemojisangjuui,Lookism,,"Park Hyung Suk, overweight and unattractive, is bullied and abused on a daily basis. But a miracle is about to happen.","Titres: Oemojisangjuui | Lookism
Synopsis: Park Hyung Suk, overweight and unattractive, is bullied and abused on a daily basis. But a miracle is about to happen.
Tags: Action, Boxing, Comedy, Coming Of Age, Delinquent, Drama, Martial Arts, School, School Life, Shounen, Supernatural","[""Action"", ""Boxing"", ""Comedy"", ""Coming Of Age"", ""Delinquent"", ""Drama"", ""Martial Arts"", ""School"", ""School Life"", ""Shounen"", ""Supernatural""]"
39537,i-love-yoo,I Love Yoo,I Love Yoo,,"Dogged by pain and misfortune from the very beginning, Shin-Ae decides she wants nothing to do with people nor anything to do with romance. Although content with her unsocial, boring, loveless existence, her lifestyle is challenged after she ruins an unsuspecting strangers' clothes.","Titres: I Love Yoo
Synopsis: Dogged by pain and misfortune from the very beginning, Shin-Ae decides she wants nothing to do with people nor anything to do with romance. Although content with her unsocial, boring, loveless existence, her lifestyle is challenged after she ruins an unsuspecting strangers' clothes.
Tags: Comedy, Drama, Romance","[""Comedy"", ""Drama"", ""Romance""]"
39700,mairimashita-iruma-kun,Mairimashita! Iruma-kun,Welcome to Demon School! Iruma-kun,魔入りました！入間くん,"Mairimashita! Iruma-kun is the story of Suzuki Iruma, who has been sold to the demon by his irresponsible parents in exchange for money. Surprisingly, next thing he knows, he is living with the demon and has been transferred into a school from Demon World. We invite you to follow Iruma-kun's extraordinary school life.","Titres: Mairimashita! Iruma-kun | Welcome to Demon School! Iruma-kun | 魔入りました！入間くん
Synopsis: Mairimashita! Iruma-kun is the story of Suzuki Iruma, who has been sold to the demon by his irresponsible parents in exchange for money. Surprisingly, next thing he knows, he is living with the demon and has been transferred into a school from Demon World. We invite you to follow Iruma-kun's extraordinary school life.
Tags: Comedy, Demon, Demons, Fantasy, School Life, Supernatural
Auteurs: Osamu Nishi (Scénario & Dessin)","[""Comedy"", ""Demon"", ""Demons"", ""Fantasy"", ""School Life"", ""Supernatural""]"
39752,perfect-half,Perfect Half,Perfect Half,パーフェクトハーフ,"Once a world ruled by men, women stand up and fight to become men's equal. Now, in a land that is equally divided up between man and woman, the battle of the sexes is on! Who's going to win? But more importantly...what's the name of the game?","Titres: Perfect Half | パーフェクトハーフ
Synopsis: Once a world ruled by men, women stand up and fight to become men's equal. Now, in a land that is equally divided up between man and woman, the battle of the sexes is on! Who's going to win? But more importantly...what's the name of the game?
Tags: Fantasy, Harem","[""Fantasy"", ""Harem""]"
40005,kanojo-okarishimasu,"Kanojo, Okarishimasu",Rent-A-Girlfriend,彼女、お借りします,"Kinoshita Kazuya is a regular college student who was just dumped by his girlfriend for another guy. Feeling down in the dumps, he decides to use an app called Diamond to hire Mizuhara Chizuru, a rental girlfriend, to make himself feel better. From their first meeting, she seems to be the perfect girl for him, but is there more to her than meets the eye? And how will their not quite typical relationship develop?","Titres: Kanojo, Okarishimasu | Rent-A-Girlfriend | 彼女、お借りします
Synopsis: Kinoshita Kazuya is a regular college student who was just dumped by his girlfriend for another guy. Feeling down in the dumps, he decides to use an app called Diamond to hire Mizuhara Chizuru, a rental girlfriend, to make himself feel better. From their first meeting, she seems to be the perfect girl for him, but is there more to her than meets the eye? And how will their not quite typical relationship develop?
Tags: Comedy, Drama, Ecchi, Harem, Romance, School, School Life, Shounen, University
Auteurs: Reiji Miyajima (Scénario & Dessin)","[""Comedy"", ""Drama"", ""Ecchi"", ""Harem"", ""Romance"", ""School"", ""School Life"", ""Shounen"", ""University""]"
40121,jibaku-shounen-hanako-kun,Jibaku Shounen Hanako-kun,Toilet-bound Hanako-kun,地縛少年 花子くん,"""Hanako-san, Hanako-san...are you there?"" At Kamome Academy, rumors abound about the school's Seven Mysteries, one of which is Hanako-san. Said to occupy the third stall of the third floor girls' bathroom in the old school building, Hanako-san grants any wish when summoned. Nene Yashiro, an occult-loving high school girl who dreams of romance, ventures into this haunted bathroom...but the Hanako-san she meets there is nothing like she imagined! Kamome Academy's Hanako-san...is a boy!","Titres: Jibaku Shounen Hanako-kun | Toilet-bound Hanako-kun | 地縛少年 花子くん
Synopsis: ""Hanako-san, Hanako-san...are you there?"" At Kamome Academy, rumors abound about the school's Seven Mysteries, one of which is Hanako-san. Said to occupy the third stall of the third floor girls' bathroom in the old school building, Hanako-san grants any wish when summoned. Nene Yashiro, an occult-loving high school girl who dreams of romance, ventures into this haunted bathroom...but the Hanako-san she meets there is nothing like she imagined! Kamome Academy's Hanako-san...is a boy!
Tags: Ghost, Japan, School, School Life, Supernatural
Auteurs: Iro Aida (Scénario & Dessin)","[""Ghost"", ""Japan"", ""School"", ""School Life"", ""Supernatural""]"
40278,tokyo-revengers,Tokyo卍Revengers,Tokyo Revengers,東京卍リベンジャーズ,"Hanagaki Takemichi was once a low-life punk, but after biting off more than he could chew with a gang in middle school, he ran away from his old life. Now that he’s an adult, the gang that once terrorized him has grown into the largest gang in Tokyo, and they’ve started killing people–including his old girlfriend! After learning this news, a mysterious force on a train platform shoves Takemichi right in front of an approaching train. As his life flashes before his eyes, he blinks to find himself transported back to middle school, before he fled from the gang! Now he has the chance to right what went wrong all those years ago. Can he save his girlfriend’s life in the future–and what else might he change if he’s rewriting the past? Notes: - Winner of the Shounen Manga category of the 44th annual Kodansha Manga Awards. - Includes 1 extra chapter.","Titres: Tokyo卍Revengers | Tokyo Revengers | 東京卍リベンジャーズ
Synopsis: Hanagaki Takemichi was once a low-life punk, but after biting off more than he could chew with a gang in middle school, he ran away from his old life. Now that he’s an adult, the gang that once terrorized him has grown into the largest gang in Tokyo, and they’ve started killing people–including his old girlfriend! After learning this news, a mysterious force on a train platform shoves Takemichi right in front of an approaching train. As his life flashes before his eyes, he blinks to find himself transported back to middle school, before he fled from the gang! Now he has the chance to right what went wrong all those years ago. Can he save his girlfriend’s life in the future–and what else might he change if he’s rewriting the past? Notes: - Winner of the Shounen Manga category of the 44th annual Kodansha Manga Awards. - Includes 1 extra chapter.
Tags: Action, Crime, Delinquent, Drama, Romance, School, School Life, Shounen, Time Travel
Auteurs: Ken Wakui (Scénario & Dessin)","[""Action"", ""Crime"", ""Delinquent"", ""Drama"", ""Romance"", ""School"", ""School Life"", ""Shounen"", ""Time Travel""]"
40299,kaifuku-jutsushi-no-yarinaoshi,Kaifuku Jutsushi Yarinaoshi,Redo of Healer,回復術士のやり直し,"Healing magicians cannot fight alone.’ Keare, who was bound by this common knowledge, was exploited again and again by others.But one day, he noticed what lay beyond healing magic, and was convinced that a healing magician was the strongest class. However, by the time he realized that potential, he was deprived of everything. Thus, he used healing magic on the world itself to go back four years, deciding to redo everything.This is a heroic tale of one healing magician who became the strongest by using knowledge from his past life and healing magic.","Titres: Kaifuku Jutsushi Yarinaoshi | Redo of Healer | 回復術士のやり直し
Synopsis: Healing magicians cannot fight alone.’ Keare, who was bound by this common knowledge, was exploited again and again by others.But one day, he noticed what lay beyond healing magic, and was convinced that a healing magician was the strongest class. However, by the time he realized that potential, he was deprived of everything. Thus, he used healing magic on the world itself to go back four years, deciding to redo everything.This is a heroic tale of one healing magician who became the strongest by using knowledge from his past life and healing magic.
Tags: Action, Adventure, Drama, Ecchi, Fantasy, Fantasy World, Harem, Revenge, Slavery
Auteurs: Rui Tsukiyo (Scénario); Souken Haga (Dessin)","[""Action"", ""Adventure"", ""Drama"", ""Ecchi"", ""Fantasy"", ""Fantasy World"", ""Harem"", ""Revenge"", ""Slavery""]"
40324,ijiranaide-nagatoro-san,"Ijiranaide, Nagatoro-san","Please don't bully me, Nagatoro",イジらないで、長瀞さん,Nagatoro is a freshman in high school who loves teasing and torturing her older male classmate! What’s her motivation and why does Senpai put up with her? Does Nagatoro just want to create misery for Senpai? Or maybe she secretly likes him? Note: Includes 34 extra chapters.,"Titres: Ijiranaide, Nagatoro-san | Please don't bully me, Nagatoro | イジらないで、長瀞さん
Synopsis: Nagatoro is a freshman in high school who loves teasing and torturing her older male classmate! What’s her motivation and why does Senpai put up with her? Does Nagatoro just want to create misery for Senpai? Or maybe she secretly likes him? Note: Includes 34 extra chapters.
Tags: Comedy, Romance, School Life, Shounen, Slice of Life
Auteurs: 774 (Scénario & Dessin)","[""Comedy"", ""Romance"", ""School Life"", ""Shounen"", ""Slice of Life""]"
40439,jumyou-wo-kaitotte-moratta-ichinen-ni-tsuki-ichimanen-de-manga,"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de.",I sold my life for ten thousand yen per year.,寿命を買い取ってもらった。一年につき、一万円で。,"A twenty-year-old with little hope for the future discovers a shop that buys lifespan, time, and health. This is a story dealing with the ensuing consequences. Note: Volume 2 contains the side story ""Sonzai no Iu made mo Nai Karusa"". Volume 3 contains the side story ""Chiisana Negai"".","Titres: Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de. | I sold my life for ten thousand yen per year. | 寿命を買い取ってもらった。一年につき、一万円で。
Synopsis: A twenty-year-old with little hope for the future discovers a shop that buys lifespan, time, and health. This is a story dealing with the ensuing consequences. Note: Volume 2 contains the side story ""Sonzai no Iu made mo Nai Karusa"". Volume 3 contains the side story ""Chiisana Negai"".
Tags: Contemporary Fantasy, Drama, Psychological, Romance, Supernatural
Auteurs: Shouichi Taguchi (Dessin); Sugaru Miaki (Scénario)","[""Contemporary Fantasy"", ""Drama"", ""Psychological"", ""Romance"", ""Supernatural""]"
40657,tonikaku-cawaii,Tonikaku Kawaii,Tonikaku Kawaii,トニカクカワイイ,"Described as a story full of ""love"" and ""dreams"", Tonikaku Cawaii follows a protagonist whose name is written with the characters for ""Hoshizora"" (""Starry Sky"" in Japanese), but whose name is pronounced as ""Nasa"". On the day of his high school entrance exams, Nasa encounters a beautiful girl. For Nasa, it feels like destiny is finally calling out to him that he will have a girlfriend, but...","Titres: Tonikaku Kawaii | トニカクカワイイ
Synopsis: Described as a story full of ""love"" and ""dreams"", Tonikaku Cawaii follows a protagonist whose name is written with the characters for ""Hoshizora"" (""Starry Sky"" in Japanese), but whose name is pronounced as ""Nasa"". On the day of his high school entrance exams, Nasa encounters a beautiful girl. For Nasa, it feels like destiny is finally calling out to him that he will have a girlfriend, but...
Tags: Comedy, Romance, Shounen, Slice of Life","[""Comedy"", ""Romance"", ""Shounen"", ""Slice of Life""]"
40679,gokushufudou,Gokushufudou,Gokushufudou: The Way of the House Husband,極主夫道,Immortal Tatsu is an ex-yakuza who’s given up violence for making an honest man of himself - but is it still possible for a devoted stay-at-home husband to get into a few scrapes?,"Titres: Gokushufudou | Gokushufudou: The Way of the House Husband | 極主夫道
Synopsis: Immortal Tatsu is an ex-yakuza who’s given up violence for making an honest man of himself - but is it still possible for a devoted stay-at-home husband to get into a few scrapes?
Tags: Comedy, Cooking, Slice of Life","[""Comedy"", ""Cooking"", ""Slice of Life""]"
40815,jujutsu-kaisen,Jujutsu Kaisen,Jujutsu Kaisen,呪術廻戦,"Although Yuji Itadori looks like your average teenager, his immense physical strength is something to behold! Every sports club wants him to join, but Itadori would rather hang out with the school outcasts in the Occult Research Club. One day, the club manages to get their hands on a sealed cursed object. Little do they know the terror they’ll unleash when they break the seal… Notes: - Ranked 1st in Japan's Bookstore Employees Top Manga of 2018. - Nominated for the 25th Annual Tezuka Osamu Cultural Prize in 2021. - Nominated for the 65th Shogakukan Manga Award in the Shounen Category in 2019.","Titres: Jujutsu Kaisen | 呪術廻戦
Synopsis: Although Yuji Itadori looks like your average teenager, his immense physical strength is something to behold! Every sports club wants him to join, but Itadori would rather hang out with the school outcasts in the Occult Research Club. One day, the club manages to get their hands on a sealed cursed object. Little do they know the terror they’ll unleash when they break the seal… Notes: - Ranked 1st in Japan's Bookstore Employees Top Manga of 2018. - Nominated for the 25th Annual Tezuka Osamu Cultural Prize in 2021. - Nominated for the 65th Shogakukan Manga Award in the Shounen Category in 2019.
Tags: Action, Demon, Demons, Fantasy, High School, School Life, Shounen, Supernatural
Auteurs: Akutami Gege (Scénario & Dessin)","[""Action"", ""Demon"", ""Demons"", ""Fantasy"", ""High School"", ""School Life"", ""Shounen"", ""Supernatural""]"
40927,yancha-gal-no-anjou-san,Yancha Gal no Anjou-san,The mischievous gal Anjou-san,やんちゃギャルの安城さん,"Seto is a serious kid who leads a quiet High-school life, until he starts to get teased by resident Gal Anjo.","Titres: Yancha Gal no Anjou-san | The mischievous gal Anjou-san | やんちゃギャルの安城さん
Synopsis: Seto is a serious kid who leads a quiet High-school life, until he starts to get teased by resident Gal Anjo.
Tags: Comedy, Ecchi, School, School Life, Seinen
Auteurs: Yuuichi Katou (Scénario & Dessin)","[""Comedy"", ""Ecchi"", ""School"", ""School Life"", ""Seinen""]"
40961,love-is-an-illusion,Love is an Illusion!,Love is an Illusion!,恋は幻想！,"Hye-sung spent his entire life believing he was an Alpha, the jackpot of the genetic lottery. But his world is flipped upside down when he finds out he isn’t an Alpha, but a lowly Omega. This revelation is pushed to its limits when when he constantly crosses paths with Dojin, an Alpha who can’t stand Omegas. Take a step into the omegaverse and find out what it is that makes their pulses race and their bodies go wild.","Titres: Love is an Illusion! | 恋は幻想！
Synopsis: Hye-sung spent his entire life believing he was an Alpha, the jackpot of the genetic lottery. But his world is flipped upside down when he finds out he isn’t an Alpha, but a lowly Omega. This revelation is pushed to its limits when when he constantly crosses paths with Dojin, an Alpha who can’t stand Omegas. Take a step into the omegaverse and find out what it is that makes their pulses race and their bodies go wild.
Tags: Comedy, Romance, Yaoi","[""Comedy"", ""Romance"", ""Yaoi""]"
40987,martial-peak,Martial Peak,Martial Peak,,"The journey to the martial peak is a lonely, solitary and long one.In the face of adversity,you must survive and remain unyielding.Only then can you break through and and continue on your journey to become the strongest. Sky Tower tests its disciples in the harshest ways to prepare them for this journey.One day the lowly sweeper Yang Kai managed to obtain a black book, setting him on the road to the peak of the martials world.","Titres: Martial Peak
Synopsis: The journey to the martial peak is a lonely, solitary and long one.In the face of adversity,you must survive and remain unyielding.Only then can you break through and and continue on your journey to become the strongest. Sky Tower tests its disciples in the harshest ways to prepare them for this journey.One day the lowly sweeper Yang Kai managed to obtain a black book, setting him on the road to the peak of the martials world.
Tags: Action, Adventure, Fantasy, Harem, Historical, Martial Arts, Supernatural","[""Action"", ""Adventure"", ""Fantasy"", ""Harem"", ""Historical"", ""Martial Arts"", ""Supernatural""]"
49863,blue-period,Blue Period,Blue Period,ブルーピリオド,"Yatora is the perfect high school student, with good grades and lots of friends. It’s an effortless performance, and, ultimately…a dull one. But he wanders into the art room one day, and a lone painting captures his eye, awakening him to a kind of beauty he never knew. Compelled and consumed, he dives in headfirst — and he’s about to learn how savage and unforgiving art can be!","Titres: Blue Period | ブルーピリオド
Synopsis: Yatora is the perfect high school student, with good grades and lots of friends. It’s an effortless performance, and, ultimately…a dull one. But he wanders into the art room one day, and a lone painting captures his eye, awakening him to a kind of beauty he never knew. Compelled and consumed, he dives in headfirst — and he’s about to learn how savage and unforgiving art can be!
Tags: Drama, School, School Life, Seinen, The Arts
Auteurs: Tsubasa Yamaguchi (Scénario & Dessin)","[""Drama"", ""School"", ""School Life"", ""Seinen"", ""The Arts""]"
51379,shuumatsu-no-walkure,Shuumatsu no Walküre,Record of Ragnarok,終末のワルキューレ,"The story begins when the gods call a convention to decide the whether to let humanity live or die, and settle on destroying humanity. But a lone valkyrie puts forward a suggestion to let the gods and humanity fight one last battle, as a last hope for humanity's continued survival. 13 gods will fight against 13 human champions in one-on-one battles to decide whether humanity lives or dies.","Titres: Shuumatsu no Walküre | Record of Ragnarok | 終末のワルキューレ
Synopsis: The story begins when the gods call a convention to decide the whether to let humanity live or die, and settle on destroying humanity. But a lone valkyrie puts forward a suggestion to let the gods and humanity fight one last battle, as a last hope for humanity's continued survival. 13 gods will fight against 13 human champions in one-on-one battles to decide whether humanity lives or dies.
Tags: Action, Comedy, Drama, Fantasy, Historical, Martial Arts, Super Power, Supernatural
Auteurs: Takumi Fukui (Scénario); Shinya Umemura (Scénario); Ajichika (Dessin)","[""Action"", ""Comedy"", ""Drama"", ""Fantasy"", ""Historical"", ""Martial Arts"", ""Super Power"", ""Supernatural""]"
53928,blue-lock,Blue Lock,Blue Lock,ブルーロック,"After failing to win the World Cup, there's unrest in the Japanese Soccer community. Many of the older patrons of the sport aren't too disturbed by the lack of trophies, but newcomer Anri Teiri is furious – and she's determined to fix what she sees as the problem with Japanese players. To that end she hires maverick trainer Jinpachi Ego, who devises a strange yet rigorous plan: he takes the three hundred best young soccer players in the country, sends them to a state-of-the-art training facility, and whittles them down until he has the absolute best striker in the nation. Yoichi Isagi is one of the boys chosen for the camp. He may be number 299 out of 300, but nothing – and no one – is going to stand in his way of coming out on top.","Titres: Blue Lock | ブルーロック
Synopsis: After failing to win the World Cup, there's unrest in the Japanese Soccer community. Many of the older patrons of the sport aren't too disturbed by the lack of trophies, but newcomer Anri Teiri is furious – and she's determined to fix what she sees as the problem with Japanese players. To that end she hires maverick trainer Jinpachi Ego, who devises a strange yet rigorous plan: he takes the three hundred best young soccer players in the country, sends them to a state-of-the-art training facility, and whittles them down until he has the absolute best striker in the nation. Yoichi Isagi is one of the boys chosen for the camp. He may be number 299 out of 300, but nothing – and no one – is going to stand in his way of coming out on top.
Tags: Shounen, Soccer, Sports","[""Shounen"", ""Soccer"", ""Sports""]"
54114,solo-levelling,Solo Leveling,Solo Leveling,俺だけレベルアップな件,"In a world where awakened beings called “Hunters” must battle deadly monsters to protect humanity, Sung Jinwoo, nicknamed “the weakest hunter of all mankind,” finds himself in a constant struggle for survival. One day, after a brutal encounter in an overpowered dungeon wipes out his party and threatens to end his life, a mysterious System chooses him as its sole player: Jinwoo has been granted the rare opportunity to level up his abilities, possibly beyond any known limits. Follow Jinwoo’s journey as he takes on ever-stronger enemies, both human and monster, to discover the secrets deep within the dungeons and the ultimate extent of his powers. Note: Chapter count includes a prologue and 21 side stories.","Titres: Solo Leveling | 俺だけレベルアップな件
Synopsis: In a world where awakened beings called “Hunters” must battle deadly monsters to protect humanity, Sung Jinwoo, nicknamed “the weakest hunter of all mankind,” finds himself in a constant struggle for survival. One day, after a brutal encounter in an overpowered dungeon wipes out his party and threatens to end his life, a mysterious System chooses him as its sole player: Jinwoo has been granted the rare opportunity to level up his abilities, possibly beyond any known limits. Follow Jinwoo’s journey as he takes on ever-stronger enemies, both human and monster, to discover the secrets deep within the dungeons and the ultimate extent of his powers. Note: Chapter count includes a prologue and 21 side stories.
Tags: Action, Adventure, Fantasy, Shounen","[""Action"", ""Adventure"", ""Fantasy"", ""Shounen""]"
54139,chainsawman,Chainsaw Man,Chainsaw Man,チェンソーマン,"The name says it all! Denji's life of poverty is changed forever when he merges with his pet chainsaw dog, Pochita! Now he's living in the big city and an official Devil Hunter. But he's got a lot to learn about his new job and chainsaw powers! Notes: - Nominated for the 2020 Manga Taisho Award. - Winner of the 2021 Kono Manga ga Sugoi Award. - Winner of the 66th Shogakukan Manga Award in the shounen category. - Winner of the 2021 and 2022 Harvey Award for Best Manga.","Titres: Chainsaw Man | チェンソーマン
Synopsis: The name says it all! Denji's life of poverty is changed forever when he merges with his pet chainsaw dog, Pochita! Now he's living in the big city and an official Devil Hunter. But he's got a lot to learn about his new job and chainsaw powers! Notes: - Nominated for the 2020 Manga Taisho Award. - Winner of the 2021 Kono Manga ga Sugoi Award. - Winner of the 66th Shogakukan Manga Award in the shounen category. - Winner of the 2021 and 2022 Harvey Award for Best Manga.
Tags: Action, Comedy, Cops, Demon, Drama, Ecchi, Horror, Juujin, Magic, Mystery, Psychological, Shounen, Supernatural, Violence","[""Action"", ""Comedy"", ""Cops"", ""Demon"", ""Drama"", ""Ecchi"", ""Horror"", ""Juujin"", ""Magic"", ""Mystery"", ""Psychological"", ""Shounen"", ""Supernatural"", ""Violence""]"
54156,mieruko-chan,Mieruko-chan,"The Girl That Sees ""Them""",見える子ちゃん,"One day a girl suddenly starts seeing heteromorphic ""gabbling"" looking creatures who can't be seen by any ordinary people. She doesn't try escaping them, nor does she attempt confronting them.. instead she tries her hardest to keep a normal appearance and live on as usual. (Source. MU)","Titres: Mieruko-chan | The Girl That Sees ""Them"" | 見える子ちゃん
Synopsis: One day a girl suddenly starts seeing heteromorphic ""gabbling"" looking creatures who can't be seen by any ordinary people. She doesn't try escaping them, nor does she attempt confronting them.. instead she tries her hardest to keep a normal appearance and live on as usual. (Source. MU)
Tags: Comedy, Ghost, Horror, School Life, Seinen, Supernatural","[""Comedy"", ""Ghost"", ""Horror"", ""School Life"", ""Seinen"", ""Supernatural""]"
54238,kage-no-jitsuryokusha-ni-naritakute,Kage no Jitsuryokusha ni Naritakute,To Be a Power in the Shadows!,陰の実力者になりたくて！,"Just like how everyone adored heroes in their childhood, a certain young man adored those powers hidden in shadows. After hiding his strength and living the mediocre life of a mob character by day while undergoing frenzied training by night, he finally reincarnates into a different world and gains ultimate power. The young man who is only playing at being a power in the shadows, his misunderstanding subordinates, and a giant organization in the shadows that gets trampled….. This is the story of a young boy who had adored powers in shadows possibly eventually reigning over the world of shadows in another world.","Titres: Kage no Jitsuryokusha ni Naritakute | To Be a Power in the Shadows! | 陰の実力者になりたくて！
Synopsis: Just like how everyone adored heroes in their childhood, a certain young man adored those powers hidden in shadows. After hiding his strength and living the mediocre life of a mob character by day while undergoing frenzied training by night, he finally reincarnates into a different world and gains ultimate power. The young man who is only playing at being a power in the shadows, his misunderstanding subordinates, and a giant organization in the shadows that gets trampled….. This is the story of a young boy who had adored powers in shadows possibly eventually reigning over the world of shadows in another world.
Tags: Action, Comedy, Fantasy, Harem, Isekai, Seinen","[""Action"", ""Comedy"", ""Fantasy"", ""Harem"", ""Isekai"", ""Seinen""]"
54448,spy-x-family,SPY×FAMILY,SPY x FAMILY,SPY×FAMILY,"The master spy codenamed has spent his days on undercover missions, all for the dream of a better world. But one day, he receives a particularly difficult new order from command. For his mission, he must form a temporary family and start a new life?! A Spy/Action/Comedy about a one-of-a-kind family! Note: Nominated for the 12th Manga Taishou Award in 2019, also nominated for the 24th Tezuka Osamu Cultural Prize and the Best Shounen Manga of the 44th Kodansha Manga Awards in 2020.","Titres: SPY×FAMILY | SPY x FAMILY
Synopsis: The master spy codenamed has spent his days on undercover missions, all for the dream of a better world. But one day, he receives a particularly difficult new order from command. For his mission, he must form a temporary family and start a new life?! A Spy/Action/Comedy about a one-of-a-kind family! Note: Nominated for the 12th Manga Taishou Award in 2019, also nominated for the 24th Tezuka Osamu Cultural Prize and the Best Shounen Manga of the 44th Kodansha Manga Awards in 2020.
Tags: Action, Assassin, Comedy, Family, Slice of Life, Supernatural","[""Action"", ""Assassin"", ""Comedy"", ""Family"", ""Slice of Life"", ""Supernatural""]"
54597,the-beginning-after-the-end,The Beginning After the End,The Beginning After the End,最強の王様、二度目の人生は何をする？,"King Grey has unrivaled strength, wealth, and prestige in a world governed by martial ability. However, solitude lingers closely behind those with great power. Beneath the glamorous exterior of a powerful king lurks the shell of man, devoid of purpose and will.Reincarnated into a new world filled with magic and monsters, the king has a second chance to relive his life. Correcting the mistakes of his past will not be his only challenge, however. Underneath the peace and prosperity of the new world is an undercurrent threatening to destroy everything he has worked for, questioning his role and reason for being born again.","Titres: The Beginning After the End | 最強の王様、二度目の人生は何をする？
Synopsis: King Grey has unrivaled strength, wealth, and prestige in a world governed by martial ability. However, solitude lingers closely behind those with great power. Beneath the glamorous exterior of a powerful king lurks the shell of man, devoid of purpose and will.Reincarnated into a new world filled with magic and monsters, the king has a second chance to relive his life. Correcting the mistakes of his past will not be his only challenge, however. Underneath the peace and prosperity of the new world is an undercurrent threatening to destroy everything he has worked for, questioning his role and reason for being born again.
Tags: Adventure, Demon, Fantasy, Isekai, Magic","[""Adventure"", ""Demon"", ""Fantasy"", ""Isekai"", ""Magic""]"
54690,ranker-who-lives-a-second-time,Ranker Who Lives A Second Time,Ranker Who Lives A Second Time,,"Yeon-woo had a twin brother who disappeared five years ago. One day, a pocket watch left by his brother returned to his possession. Inside, he found a hidden diary in which was recorded ""By the time you hear this, I guess I will be already dead….""","Titres: Ranker Who Lives A Second Time
Synopsis: Yeon-woo had a twin brother who disappeared five years ago. One day, a pocket watch left by his brother returned to his possession. Inside, he found a hidden diary in which was recorded ""By the time you hear this, I guess I will be already dead….""
Tags: Action, Adventure, Fantasy","[""Action"", ""Adventure"", ""Fantasy""]"
